Taxon,lon,lat,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Lactuca_viminea,-6.3159075,31.38708,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.32,31.39,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.1798053,31.443815,131,170,44,7003,345,-39,384,88,224,224,47,269,40,4,51,111,17,17,81
Lactuca_viminea,-6.2085643,31.454508,130,170,44,6994,344,-40,384,87,223,223,46,285,42,4,51,116,18,33,88
Lactuca_viminea,-6.2425485,31.485601,113,169,43,7082,330,-56,386,69,208,208,29,370,51,6,49,143,25,41,118
Lactuca_viminea,-6.2397428,31.487886,113,169,43,7082,330,-56,386,69,208,208,29,370,51,6,49,143,25,41,118
Lactuca_viminea,-6.2359395,31.490086,113,169,43,7082,330,-56,386,69,208,208,29,370,51,6,49,143,25,41,118
Lactuca_viminea,-6.25,31.5,102,168,43,7126,321,-67,388,58,198,198,17,426,57,7,48,160,30,47,138
Lactuca_viminea,-6.2691026,31.503895,90,167,42,7183,310,-79,389,13,186,187,5,493,64,9,45,180,38,54,161
Lactuca_viminea,-6.293216,31.532387,77,166,42,7240,299,-91,390,0,175,175,-8,562,72,12,45,203,46,62,184
Lactuca_viminea,-6.299493,31.534473,77,166,42,7240,299,-91,390,0,175,175,-8,562,72,12,45,203,46,62,184
Lactuca_viminea,-6.305072,31.535938,77,166,42,7240,299,-91,390,0,175,175,-8,562,72,12,45,203,46,62,184
Lactuca_viminea,-6.49986,31.55723,86,167,43,7106,305,-81,386,10,182,183,3,554,72,9,47,204,40,55,187
Lactuca_viminea,-6.499853,31.55771,86,167,43,7106,305,-81,386,10,182,183,3,554,72,9,47,204,40,55,187
Lactuca_viminea,-6.3002605,31.57024,70,166,42,7256,293,-97,390,-7,168,169,-15,604,76,13,44,217,51,67,198
Lactuca_viminea,-6.272703,31.576189,78,166,42,7231,300,-91,391,1,175,176,-7,559,72,11,45,203,45,61,183
Lactuca_viminea,-6.3053617,31.577053,70,166,42,7256,293,-97,390,-7,168,169,-15,604,76,13,44,217,51,67,198
Lactuca_viminea,-5.88,31.58,118,167,43,7105,335,-51,386,75,214,214,33,307,45,6,48,123,23,23,91
Lactuca_viminea,-6.27309,31.581484,78,166,42,7231,300,-91,391,1,175,176,-7,559,72,11,45,203,45,61,183
Lactuca_viminea,-6.306333,31.58283,70,166,42,7256,293,-97,390,-7,168,169,-15,604,76,13,44,217,51,67,198
Lactuca_viminea,-5.88333,31.5833,118,167,43,7105,335,-51,386,75,214,214,33,307,45,6,48,123,23,23,91
Lactuca_viminea,-6.275214,31.588968,101,168,43,7071,319,-66,385,26,196,197,18,457,60,7,48,170,31,47,152
Lactuca_viminea,-6.2935286,31.597631,97,167,43,7088,315,-70,385,21,192,193,13,485,63,8,48,179,34,49,161
Lactuca_viminea,-6.2802677,31.59877,101,168,43,7071,319,-66,385,26,196,197,18,457,60,7,48,170,31,47,152
Lactuca_viminea,-5.844902,31.653828,117,166,43,7070,335,-50,385,74,213,213,33,324,46,6,47,128,24,24,99
Lactuca_viminea,-5.8048735,31.721289,120,166,43,7018,336,-47,383,78,215,215,36,332,47,6,48,131,24,24,101
Lactuca_viminea,-7.09262,31.7917,182,163,47,5949,371,27,344,142,259,259,106,374,57,1,63,155,13,13,135
Lactuca_viminea,-5.77558,31.8117,114,164,42,7042,330,-52,382,71,209,209,30,376,52,7,47,145,28,28,117
Lactuca_viminea,-5.7297735,31.854683,104,164,42,7121,323,-62,385,61,201,201,20,419,56,8,46,157,32,32,132
Lactuca_viminea,-5.7277946,31.867376,104,164,42,7121,323,-62,385,61,201,201,20,419,56,8,46,157,32,32,132
Lactuca_viminea,-5.706793,31.880188,84,162,41,7224,306,-82,388,40,182,182,-1,515,66,12,43,184,45,45,162
Lactuca_viminea,-5.6200943,31.95457,85,162,41,7254,307,-81,388,41,184,184,-1,511,66,12,43,183,45,45,160
Lactuca_viminea,35.260757,32.754227,201,102,42,5413,324,83,241,132,263,266,132,535,146,0,110,356,0,2,308
Lactuca_viminea,35.746113,32.901848,194,116,42,5874,337,66,271,117,263,263,117,472,120,0,106,308,0,0,308
Lactuca_viminea,35.753662,32.912632,185,114,42,5862,327,57,270,108,254,254,108,481,120,0,105,312,0,0,312
Lactuca_viminea,35.73385,32.996574,188,112,41,5830,330,62,268,112,257,257,112,508,131,0,106,332,0,1,332
Lactuca_viminea,35.848637,33.03751,157,103,38,6115,297,30,267,76,229,229,76,587,142,0,107,385,0,0,385
Lactuca_viminea,35.81241,33.062035,155,100,38,6072,294,31,263,75,227,227,75,648,157,0,106,426,0,0,426
Lactuca_viminea,35.83923,33.069115,151,101,37,6144,292,25,267,70,224,224,70,628,151,0,106,411,0,0,411
Lactuca_viminea,35.8286,33.08089,155,100,38,6072,294,31,263,75,227,227,75,648,157,0,106,426,0,0,426
Lactuca_viminea,35.642376,33.10693,203,111,42,5667,341,78,263,129,269,271,129,530,141,0,105,346,0,2,346
Lactuca_viminea,35.783794,33.107254,156,98,37,6029,293,33,260,76,226,226,76,698,168,0,105,457,1,1,457
Lactuca_viminea,35.64345,33.107826,203,111,42,5667,341,78,263,129,269,271,129,530,141,0,105,346,0,2,346
Lactuca_viminea,35.64238,33.10783,203,111,42,5667,341,78,263,129,269,271,129,530,141,0,105,346,0,2,346
Lactuca_viminea,35.78273,33.108162,156,98,37,6029,293,33,260,76,226,226,76,698,168,0,105,457,1,1,457
Lactuca_viminea,35.78812,33.113544,156,98,37,6029,293,33,260,76,226,226,76,698,168,0,105,457,1,1,457
Lactuca_viminea,35.77312,33.113613,156,98,37,6029,293,33,260,76,226,226,76,698,168,0,105,457,1,1,457
Lactuca_viminea,35.777435,33.118103,156,98,37,6029,293,33,260,76,226,226,76,698,168,0,105,457,1,1,457
Lactuca_viminea,35.694565,33.244686,189,106,40,5634,326,67,259,116,255,257,116,616,159,0,104,397,0,2,397
Lactuca_viminea,35.648434,33.245758,202,108,41,5585,337,78,259,129,267,270,129,573,151,0,106,371,0,2,371
Lactuca_viminea,35.69137,33.248302,189,106,40,5634,326,67,259,116,255,257,116,616,159,0,104,397,0,2,397
Lactuca_viminea,35.690296,33.248306,189,106,40,5634,326,67,259,116,255,257,116,616,159,0,104,397,0,2,397
Lactuca_viminea,35.653812,33.248444,202,108,41,5585,337,78,259,129,267,270,129,573,151,0,106,371,0,2,371
Lactuca_viminea,35.75146,33.248955,149,95,36,6046,286,27,259,68,220,220,68,761,182,0,104,493,1,1,493
Lactuca_viminea,35.579872,33.272133,182,95,39,5418,310,69,241,112,245,247,112,769,194,0,103,494,0,2,494
Lactuca_viminea,35.77433,33.300243,107,79,31,6197,239,-14,253,26,180,183,26,929,207,0,99,568,1,2,568
Lactuca_viminea,35.773254,33.30025,107,79,31,6197,239,-14,253,26,180,183,26,929,207,0,99,568,1,2,568
Lactuca_viminea,35.77007,33.305676,107,79,31,6197,239,-14,253,26,180,183,26,929,207,0,99,568,1,2,568
Lactuca_viminea,35.794807,33.31187,104,81,31,6238,237,-19,256,22,177,180,22,893,198,0,99,543,1,2,543
Lactuca_viminea,35.79266,33.311882,104,81,31,6238,237,-19,256,22,177,180,22,893,198,0,99,543,1,2,543
Lactuca_viminea,35.79912,33.314556,104,81,31,6238,237,-19,256,22,177,180,22,893,198,0,99,543,1,2,543
Lactuca_viminea,43.7828,33.3561,226,153,38,8854,435,38,397,125,335,335,109,130,23,0,87,64,0,0,60
Lactuca_viminea,25.4667,35.1167,100,70,32,5471,219,1,218,35,171,171,34,972,206,5,80,519,30,30,461
Lactuca_viminea,24.883333,35.2,114,71,32,5438,233,16,217,49,185,185,48,1014,213,4,81,538,26,26,484
Lactuca_viminea,24.85,35.2167,116,70,32,5457,235,17,218,51,187,187,50,1015,212,4,82,538,26,26,485
Lactuca_viminea,24.2,35.2333,149,72,33,5352,268,51,217,85,219,219,85,890,182,3,83,477,16,16,431
Lactuca_viminea,23.8,35.25,189,64,32,5089,295,95,200,128,255,255,128,653,135,1,86,355,5,5,311
Lactuca_viminea,24.8167,35.25,99,73,32,5525,222,0,222,33,171,171,32,1026,212,6,80,539,32,32,487
Lactuca_viminea,27.8833,36.1833,171,74,32,5786,296,66,230,118,246,246,102,896,218,1,99,546,7,7,423
Lactuca_viminea,27.8833,36.2,171,74,32,5786,296,66,230,118,246,246,102,896,218,1,99,546,7,7,423
Lactuca_viminea,27.8667,36.2,148,81,32,6048,284,38,246,76,227,227,76,939,219,3,94,555,15,15,555
Lactuca_viminea,-5.23,36.48,144,101,40,5148,287,35,252,93,212,214,83,811,124,2,69,367,21,30,358
Lactuca_viminea,-5.1863427,36.502148,145,102,40,5186,289,35,254,94,213,216,83,796,122,2,69,360,21,30,350
Lactuca_viminea,-5.18,36.53,145,102,40,5186,289,35,254,94,213,216,83,796,122,2,69,360,21,30,350
Lactuca_viminea,-5.063,36.627,126,111,39,5689,287,8,279,69,202,203,58,858,124,5,65,366,30,39,361
Lactuca_viminea,-5.01,36.66,137,107,39,5510,291,23,268,82,210,212,71,796,116,4,65,348,26,35,339
Lactuca_viminea,-4.9550724,36.664925,153,101,40,5187,295,43,252,101,221,223,91,715,110,2,68,326,20,28,311
Lactuca_viminea,-4.953,36.665,153,101,40,5187,295,43,252,101,221,223,91,715,110,2,68,326,20,28,311
Lactuca_viminea,-4.947365,36.665855,153,101,40,5187,295,43,252,101,221,223,91,715,110,2,68,326,20,28,311
Lactuca_viminea,-4.9254484,36.692406,150,103,40,5304,296,39,257,97,220,222,87,729,110,3,67,327,23,30,314
Lactuca_viminea,-4.96,36.71,129,111,39,5720,291,11,280,71,205,206,61,827,119,5,64,353,30,39,346
